	A	len	T_insertion	T_quick	T_merge	T_heap
391	[11, 15, 18, 16, 3, 19, 0, 4, 6, 5]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
392	[2, 4, 0, 15, 9, 14, 8, 16, 19, 13]	10	2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
393	[14, 1, 16, 13, 19, 10, 12, 9, 2, 11]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	0.0
394	[6, 8, 7, 18, 11, 13, 16, 1, 17, 12]	10	9.999999992515995e-07	0.0	0.0	1.9999999993913775e-06
395	[14, 9, 11, 2, 7, 3, 17, 10, 13, 8]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
396	[3, 19, 15, 6, 17, 8, 2, 1, 16, 7]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	1.9999999993913775e-06
397	[4, 5, 11, 19, 15, 14, 0, 12, 7, 6]	10	9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06
398	[16, 1, 19, 18, 2, 11, 7, 6, 12, 0]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06
399	[18, 16, 14, 12, 1, 10, 7, 17, 0, 19]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
400	[13, 19, 16, 3, 5, 6, 8, 17, 9, 15]	10	0.0	1.000000000139778e-06	0.0	1.9999999993913775e-06
401	[5, 7, 8, 3, 12, 2, 1, 6, 10, 4]	10	2.000000000279556e-06	2.000000000279556e-06	9.999999992515995e-07	1.9999999993913775e-06
402	[17, 14, 8, 13, 1, 5, 11, 15, 6, 10]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
403	[18, 13, 9, 6, 19, 7, 2, 5, 4, 8]	10	1.000000000139778e-06	0.0	0.0	0.0
404	[12, 4, 19, 7, 14, 17, 0, 2, 5, 11]	10	1.9999999993913775e-06	2.000000000279556e-06	2.000000000279556e-06	1.000000000139778e-06
405	[12, 14, 15, 8, 5, 11, 13, 3, 17, 7]	10	9.999999992515995e-07	1.9999999993913775e-06	1.000000000139778e-06	0.0
406	[10, 14, 0, 16, 8, 19, 3, 18, 17, 7]	10	1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
407	[7, 15, 6, 9, 13, 5, 0, 3, 19, 1]	10	0.0	0.0	2.000000000279556e-06	1.000000000139778e-06
408	[9, 14, 4, 6, 13, 11, 10, 12, 16, 19]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
409	[1, 4, 8, 9, 14, 17, 11, 12, 3, 16]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
410	[12, 14, 3, 10, 9, 15, 13, 6, 1, 5]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
411	[8, 9, 7, 18, 4, 15, 5, 13, 12, 6]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
412	[6, 0, 12, 8, 18, 2, 4, 1, 7, 9]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
413	[11, 7, 6, 16, 12, 4, 19, 5, 13, 8]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
414	[5, 9, 7, 0, 18, 1, 13, 11, 10, 3]	10	9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
415	[7, 16, 3, 19, 14, 6, 0, 15, 18, 8]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
416	[13, 0, 4, 18, 5, 9, 3, 2, 1, 14]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	0.0
417	[6, 10, 17, 2, 5, 3, 15, 9, 16, 0]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
418	[5, 12, 10, 15, 16, 19, 4, 8, 1, 13]	10	2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
419	[4, 14, 16, 1, 18, 12, 7, 17, 9, 5]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
420	[10, 12, 2, 15, 17, 3, 1, 13, 8, 6]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	0.0
421	[9, 11, 19, 0, 16, 13, 2, 1, 4, 12]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
422	[13, 11, 14, 3, 9, 7, 2, 6, 16, 15]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
423	[14, 1, 5, 0, 16, 10, 2, 11, 3, 17]	10	1.000000000139778e-06	2.000000000279556e-06	9.999999992515995e-07	1.000000000139778e-06
424	[10, 8, 17, 2, 14, 16, 1, 9, 12, 5]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
425	[8, 17, 1, 4, 9, 6, 14, 2, 11, 7]	10	4.000000000559112e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
426	[7, 8, 3, 18, 16, 1, 13, 0, 9, 14]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
427	[4, 13, 12, 6, 14, 7, 18, 15, 3, 1]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	0.0
428	[14, 3, 17, 15, 18, 5, 19, 9, 13, 11]	10	0.0	0.0	1.000000000139778e-06	0.0
429	[5, 11, 13, 16, 8, 12, 7, 17, 2, 14]	10	0.0	9.999999992515995e-07	0.0	2.000000000279556e-06
430	[18, 15, 17, 3, 19, 10, 8, 12, 7, 6]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
431	[10, 19, 1, 7, 13, 5, 14, 8, 18, 4]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
432	[14, 19, 18, 0, 1, 4, 15, 3, 10, 13]	10	1.000000000139778e-06	0.0	0.0	0.0
433	[19, 18, 7, 3, 11, 9, 1, 15, 14, 0]	10	0.0	1.9999999993913775e-06	1.000000000139778e-06	0.0
434	[15, 3, 7, 0, 6, 18, 9, 16, 2, 19]	10	2.6000000000081513e-05	0.0	0.0	1.9999999993913775e-06
435	[14, 17, 5, 6, 8, 13, 1, 7, 2, 12]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
436	[15, 6, 17, 13, 16, 12, 2, 1, 3, 10]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
437	[19, 5, 17, 16, 9, 0, 4, 2, 10, 8]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
438	[5, 8, 11, 16, 4, 0, 14, 15, 13, 10]	10	9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
439	[3, 12, 15, 2, 0, 9, 18, 14, 19, 13]	10	0.0	1.000000000139778e-06	0.0	9.999999992515995e-07
440	[6, 0, 14, 2, 19, 15, 10, 16, 13, 8]	10	9.999999992515995e-07	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
441	[18, 2, 15, 6, 3, 17, 4, 10, 1, 7]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
442	[11, 13, 16, 15, 7, 5, 2, 3, 17, 9]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
443	[6, 1, 7, 19, 17, 13, 15, 2, 11, 8]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	0.0
444	[2, 4, 8, 16, 1, 6, 9, 10, 17, 14]	10	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
445	[18, 14, 4, 17, 7, 2, 19, 16, 0, 11]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
446	[16, 6, 19, 10, 13, 11, 8, 7, 1, 3]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
447	[13, 10, 2, 18, 8, 17, 19, 1, 7, 14]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
448	[17, 0, 19, 16, 14, 6, 13, 11, 18, 8]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
449	[5, 1, 13, 14, 11, 9, 10, 12, 0, 19]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
450	[3, 8, 14, 18, 6, 5, 15, 1, 12, 10]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
451	[10, 13, 9, 2, 18, 5, 17, 11, 15, 7]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	2.000000000279556e-06
452	[7, 12, 14, 8, 15, 18, 2, 1, 10, 6]	10	2.000000000279556e-06	0.0	9.999999992515995e-07	2.000000000279556e-06
453	[12, 16, 17, 11, 2, 7, 1, 5, 18, 6]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
454	[15, 17, 18, 14, 1, 16, 0, 11, 12, 10]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
455	[12, 19, 11, 9, 6, 10, 16, 8, 15, 14]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	1.9999999993913775e-06
456	[4, 14, 15, 13, 19, 3, 5, 8, 9, 2]	10	9.999999992515995e-07	0.0	2.000000000279556e-06	2.000000000279556e-06
457	[16, 18, 10, 14, 8, 5, 2, 9, 0, 1]	10	2.000000000279556e-06	1.9999999993913775e-06	0.0	1.000000000139778e-06
458	[7, 11, 9, 0, 3, 15, 6, 4, 2, 5]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
459	[11, 13, 8, 3, 18, 5, 17, 9, 16, 12]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	1.000000000139778e-06
460	[6, 16, 13, 18, 4, 3, 0, 14, 19, 10]	10	2.000000000279556e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
461	[18, 11, 15, 10, 19, 13, 5, 12, 9, 16]	10	0.0	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
462	[10, 8, 12, 7, 15, 0, 3, 13, 17, 2]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
463	[6, 14, 9, 4, 11, 1, 2, 12, 0, 3]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
464	[12, 6, 2, 8, 5, 7, 17, 18, 11, 16]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
465	[3, 10, 18, 0, 14, 19, 4, 9, 8, 13]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
466	[19, 8, 0, 1, 18, 7, 12, 10, 11, 6]	10	0.0	9.999999992515995e-07	2.000000000279556e-06	0.0
467	[14, 2, 4, 5, 18, 10, 3, 19, 16, 13]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
468	[17, 4, 5, 9, 16, 8, 3, 2, 19, 13]	10	9.999999992515995e-07	0.0	0.0	0.0
469	[17, 1, 8, 15, 13, 4, 5, 9, 0, 12]	10	0.0	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
470	[0, 2, 16, 10, 8, 7, 1, 19, 12, 18]	10	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
471	[19, 14, 15, 5, 10, 18, 13, 12, 11, 1]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
472	[16, 5, 7, 4, 18, 19, 0, 6, 1, 8]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
473	[13, 2, 15, 8, 4, 11, 3, 5, 18, 6]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
474	[19, 11, 13, 2, 4, 18, 0, 15, 5, 1]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	9.999999992515995e-07
475	[6, 17, 1, 18, 8, 3, 16, 7, 15, 0]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
476	[0, 9, 6, 4, 7, 5, 19, 14, 15, 3]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	0.0
477	[1, 9, 14, 4, 19, 3, 10, 18, 17, 13]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
478	[2, 18, 19, 14, 11, 5, 0, 1, 7, 15]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
479	[18, 2, 13, 4, 16, 5, 3, 1, 7, 10]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
480	[8, 2, 7, 15, 16, 0, 10, 3, 17, 1]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
481	[7, 1, 6, 0, 16, 11, 10, 15, 18, 19]	10	9.999999992515995e-07	9.999999992515995e-07	0.0	0.0
482	[13, 5, 10, 14, 3, 18, 12, 6, 7, 9]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
483	[2, 6, 10, 16, 15, 4, 3, 12, 17, 1]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
484	[15, 0, 9, 16, 4, 8, 11, 12, 2, 18]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
485	[4, 0, 14, 7, 19, 2, 9, 6, 16, 11]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
486	[14, 17, 9, 11, 10, 18, 3, 13, 12, 5]	10	2.000000000279556e-06	0.0	0.0	0.0
487	[14, 6, 9, 17, 10, 3, 4, 5, 0, 2]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
488	[10, 7, 18, 4, 0, 5, 16, 17, 1, 9]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
489	[1, 8, 0, 9, 10, 3, 5, 6, 14, 15]	10	1.9999999993913775e-06	2.000000000279556e-06	0.0	0.0
490	[14, 1, 5, 16, 8, 6, 13, 11, 3, 10]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
491	[10, 14, 12, 1, 13, 3, 9, 8, 16, 19]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	1.000000000139778e-06
492	[11, 4, 18, 2, 5, 3, 6, 16, 0, 15]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
493	[6, 1, 19, 9, 14, 12, 13, 15, 3, 18]	10	2.000000000279556e-06	0.0	0.0	0.0
494	[5, 4, 18, 14, 19, 7, 6, 2, 11, 9]	10	1.9999999993913775e-06	2.000000000279556e-06	0.0	0.0
495	[6, 1, 8, 0, 19, 2, 14, 11, 16, 7]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
496	[6, 13, 7, 4, 9, 12, 5, 2, 19, 3]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
497	[15, 4, 7, 17, 6, 9, 13, 14, 5, 3]	10	0.0	0.0	0.0	2.000000000279556e-06
498	[2, 15, 6, 3, 14, 18, 4, 9, 19, 10]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
499	[8, 11, 6, 16, 5, 0, 1, 9, 18, 14]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	0.0
500	[5, 16, 18, 0, 14, 6, 3, 9, 10, 4]	10	0.0	0.0	2.000000000279556e-06	1.9999999993913775e-06
501	[2, 4, 10, 6, 5, 11, 16, 19, 8, 9]	10	1.000000000139778e-06	0.0	9.999999992515995e-07	2.000000000279556e-06
502	[19, 1, 6, 4, 14, 10, 18, 5, 9, 15]	10	2.000000000279556e-06	2.000000000279556e-06	9.999999992515995e-07	0.0
503	[10, 16, 11, 8, 14, 5, 19, 3, 4, 0]	10	0.0	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
504	[18, 8, 13, 17, 14, 4, 6, 10, 3, 16]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
505	[17, 15, 8, 3, 11, 10, 4, 14, 18, 19]	10	0.0	0.0	1.000000000139778e-06	1.9999999993913775e-06
506	[19, 18, 1, 2, 6, 3, 4, 12, 10, 15]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
507	[6, 14, 9, 15, 13, 19, 16, 5, 17, 1]	10	0.0	1.9999999993913775e-06	9.999999992515995e-07	9.999999992515995e-07
508	[1, 19, 5, 2, 8, 13, 14, 9, 4, 12]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	2.000000000279556e-06
509	[11, 7, 9, 18, 15, 5, 19, 6, 10, 3]	10	9.999999992515995e-07	1.9999999993913775e-06	0.0	1.000000000139778e-06
510	[0, 5, 1, 9, 3, 19, 16, 7, 8, 6]	10	0.0	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06
511	[7, 12, 6, 19, 17, 5, 15, 14, 4, 2]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
512	[15, 1, 5, 8, 6, 19, 16, 10, 13, 14]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	2.000000000279556e-06
513	[3, 7, 4, 15, 14, 16, 1, 0, 6, 17]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
514	[10, 14, 9, 7, 1, 6, 3, 4, 2, 13]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
515	[14, 12, 7, 1, 16, 4, 3, 0, 10, 11]	10	0.0	1.000000000139778e-06	0.0	1.000000000139778e-06
516	[7, 17, 11, 8, 13, 4, 0, 10, 18, 12]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
517	[10, 7, 3, 17, 11, 15, 1, 14, 8, 12]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
518	[5, 10, 16, 3, 0, 13, 12, 2, 15, 18]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	1.000000000139778e-06
519	[6, 12, 4, 14, 17, 15, 0, 13, 3, 19]	10	1.000000000139778e-06	0.0	0.0	0.0
520	[12, 17, 4, 5, 7, 9, 1, 16, 2, 6]	10	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
521	[8, 12, 0, 18, 17, 15, 1, 11, 5, 6]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
522	[6, 14, 10, 12, 8, 0, 15, 13, 5, 2]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
523	[5, 12, 9, 19, 10, 15, 7, 0, 8, 18]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	2.000000000279556e-06
524	[2, 15, 16, 5, 13, 11, 9, 18, 19, 8]	10	1.000000000139778e-06	2.000000000279556e-06	1.9999999993913775e-06	2.000000000279556e-06
525	[16, 6, 17, 7, 9, 5, 18, 14, 12, 19]	10	2.000000000279556e-06	1.000000000139778e-06	1.9999999993913775e-06	0.0
526	[16, 13, 5, 9, 8, 11, 2, 1, 7, 0]	10	1.000000000139778e-06	0.0	9.999999992515995e-07	2.000000000279556e-06
527	[12, 17, 6, 13, 5, 0, 15, 14, 8, 19]	10	1.9999999993913775e-06	0.0	0.0	2.000000000279556e-06
528	[3, 11, 8, 5, 18, 1, 13, 15, 7, 14]	10	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06	1.000000000139778e-06
529	[7, 9, 19, 1, 4, 16, 18, 12, 2, 10]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	0.0
530	[0, 3, 15, 18, 7, 12, 14, 2, 17, 11]	10	0.0	0.0	0.0	1.000000000139778e-06
531	[4, 16, 12, 15, 17, 14, 8, 1, 11, 18]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
532	[10, 17, 19, 1, 16, 3, 12, 9, 14, 2]	10	2.000000000279556e-06	2.000000000279556e-06	2.000000000279556e-06	2.000000000279556e-06
533	[14, 4, 19, 13, 5, 11, 16, 8, 15, 1]	10	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
534	[13, 19, 14, 6, 15, 4, 7, 3, 5, 16]	10	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06	5.999999999950489e-06
535	[9, 5, 14, 6, 0, 16, 12, 8, 2, 18]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
536	[1, 15, 17, 3, 8, 19, 16, 10, 0, 7]	10	0.0	0.0	2.000000000279556e-06	2.000000000279556e-06
537	[19, 0, 18, 4, 5, 17, 6, 13, 7, 8]	10	2.299999999966218e-05	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
538	[16, 18, 17, 6, 0, 15, 5, 8, 3, 1]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	9.999999992515995e-07
539	[18, 17, 16, 7, 3, 4, 5, 9, 15, 0]	10	9.999999992515995e-07	0.0	0.0	1.000000000139778e-06
540	[5, 16, 7, 9, 2, 1, 14, 3, 18, 11]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	1.9999999993913775e-06
541	[10, 18, 15, 14, 2, 5, 8, 19, 1, 9]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
542	[6, 4, 0, 13, 1, 19, 8, 2, 17, 10]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
543	[6, 16, 7, 3, 13, 14, 19, 9, 8, 4]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	0.0
544	[19, 12, 17, 7, 9, 3, 15, 18, 13, 16]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	9.999999992515995e-07
545	[8, 2, 5, 19, 16, 9, 6, 12, 11, 10]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
546	[2, 1, 15, 13, 17, 5, 14, 9, 18, 3]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	0.0
547	[2, 10, 15, 6, 1, 0, 13, 18, 3, 12]	10	0.0	1.000000000139778e-06	0.0	9.999999992515995e-07
548	[10, 8, 18, 13, 9, 16, 15, 3, 2, 12]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	2.6999999999333113e-05
549	[16, 15, 10, 12, 4, 17, 14, 8, 7, 19]	10	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06	1.9999999993913775e-06
550	[3, 5, 16, 0, 11, 2, 13, 12, 15, 7]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
551	[5, 7, 8, 9, 12, 2, 6, 11, 4, 1]	10	1.9999999993913775e-06	2.000000000279556e-06	2.000000000279556e-06	2.000000000279556e-06
552	[19, 9, 15, 1, 14, 11, 4, 16, 10, 3]	10	0.0	0.0	0.0	2.000000000279556e-06
553	[4, 5, 9, 0, 7, 15, 3, 13, 12, 2]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
554	[4, 14, 15, 19, 3, 12, 6, 11, 2, 8]	10	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
555	[8, 13, 17, 18, 9, 0, 4, 10, 11, 7]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
556	[1, 14, 11, 3, 19, 15, 7, 10, 18, 8]	10	0.0	2.9999999995311555e-06	3.000000000419334e-06	3.000000000419334e-06
557	[5, 15, 17, 13, 6, 0, 4, 19, 3, 18]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06
558	[7, 1, 4, 13, 3, 18, 14, 2, 15, 16]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	9.999999992515995e-07
559	[3, 16, 0, 11, 12, 7, 4, 8, 2, 6]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	2.000000000279556e-06
560	[7, 16, 10, 1, 6, 17, 9, 13, 19, 15]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
561	[8, 16, 18, 10, 12, 7, 9, 19, 2, 5]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
562	[18, 15, 6, 10, 19, 16, 9, 8, 5, 4]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
563	[8, 11, 2, 13, 4, 16, 1, 6, 15, 19]	10	2.000000000279556e-06	0.0	0.0	0.0
564	[13, 9, 0, 18, 17, 11, 3, 8, 15, 5]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
565	[18, 11, 19, 12, 2, 17, 0, 8, 14, 3]	10	1.000000000139778e-06	0.0	0.0	0.0
566	[14, 10, 5, 8, 16, 3, 15, 9, 6, 7]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
567	[8, 3, 12, 16, 5, 9, 6, 17, 0, 4]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	1.9999999993913775e-06
568	[2, 17, 11, 13, 10, 12, 0, 16, 5, 15]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
569	[9, 0, 11, 13, 19, 8, 4, 5, 1, 2]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	1.000000000139778e-06
570	[19, 0, 5, 14, 9, 4, 11, 16, 18, 12]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	2.000000000279556e-06
571	[17, 3, 6, 0, 12, 7, 18, 4, 16, 2]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	9.999999992515995e-07
572	[4, 9, 6, 19, 11, 15, 13, 10, 1, 18]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
573	[8, 18, 17, 6, 13, 16, 5, 19, 3, 9]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
574	[12, 19, 16, 18, 7, 2, 14, 15, 9, 0]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
575	[0, 14, 12, 15, 8, 2, 17, 3, 9, 10]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
576	[10, 13, 4, 16, 15, 5, 6, 7, 0, 2]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	2.000000000279556e-06
577	[4, 1, 19, 13, 0, 11, 17, 15, 14, 3]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
578	[0, 14, 15, 13, 2, 5, 12, 6, 11, 1]	10	0.0	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06
579	[6, 0, 18, 15, 17, 10, 19, 2, 3, 16]	10	0.0	9.999999992515995e-07	2.000000000279556e-06	9.999999992515995e-07
580	[7, 12, 5, 19, 13, 16, 14, 11, 1, 15]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
581	[15, 9, 3, 18, 8, 12, 1, 4, 7, 11]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
582	[6, 9, 12, 7, 13, 17, 10, 18, 2, 1]	10	2.000000000279556e-06	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06
583	[10, 16, 1, 2, 12, 0, 11, 15, 17, 3]	10	1.000000000139778e-06	1.9999999993913775e-06	2.000000000279556e-06	1.9999999993913775e-06
584	[6, 19, 10, 11, 0, 9, 12, 18, 4, 16]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
585	[5, 15, 4, 8, 17, 9, 12, 7, 1, 2]	10	2.000000000279556e-06	0.0	0.0	9.999999992515995e-07
