	A	len	T_insertion	T_quick	T_merge	T_heap
783	[10, 14, 9, 6, 8, 17, 15, 0, 5, 19]	10	1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
784	[15, 19, 12, 9, 10, 0, 4, 11, 17, 14]	10	1.9999999993913775e-06	0.0	1.000000000139778e-06	0.0
785	[12, 2, 0, 18, 8, 7, 19, 4, 16, 5]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
786	[11, 2, 3, 15, 16, 0, 19, 12, 13, 18]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
787	[9, 15, 11, 18, 6, 2, 19, 5, 3, 8]	10	1.000000000139778e-06	1.9999999993913775e-06	0.0	0.0
788	[6, 9, 2, 19, 12, 16, 0, 5, 11, 8]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
789	[10, 3, 7, 13, 14, 5, 2, 4, 9, 16]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
790	[2, 12, 5, 0, 6, 15, 8, 11, 19, 14]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
791	[19, 17, 1, 13, 10, 7, 8, 3, 14, 16]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
792	[3, 16, 2, 14, 19, 13, 9, 10, 5, 11]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	2.000000000279556e-06
793	[5, 4, 19, 10, 8, 17, 14, 7, 2, 13]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
794	[19, 0, 1, 12, 11, 9, 17, 13, 4, 8]	10	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06	0.0
795	[1, 17, 7, 16, 15, 3, 10, 18, 6, 19]	10	5.999999999950489e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
796	[4, 10, 7, 12, 13, 16, 3, 11, 9, 1]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
797	[14, 1, 9, 11, 0, 12, 16, 5, 4, 10]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
798	[1, 11, 9, 18, 0, 13, 8, 7, 17, 12]	10	0.0	0.0	1.9999999993913775e-06	1.9999999993913775e-06
799	[12, 10, 9, 18, 15, 8, 17, 0, 14, 19]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
800	[1, 9, 14, 3, 18, 12, 5, 8, 7, 11]	10	1.000000000139778e-06	0.0	0.0	9.999999992515995e-07
801	[8, 11, 9, 18, 16, 5, 10, 15, 3, 17]	10	1.000000000139778e-06	9.999999992515995e-07	9.999999992515995e-07	1.9999999993913775e-06
802	[2, 8, 16, 5, 17, 10, 1, 6, 7, 0]	10	2.000000000279556e-06	1.000000000139778e-06	8.000000000230045e-06	1.000000000139778e-06
803	[19, 14, 18, 16, 10, 6, 9, 11, 17, 15]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
804	[3, 15, 17, 6, 2, 14, 1, 9, 16, 11]	10	0.0	0.0	9.999999992515995e-07	1.000000000139778e-06
805	[2, 11, 6, 13, 19, 17, 9, 4, 5, 18]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
806	[18, 6, 9, 7, 11, 15, 16, 10, 17, 19]	10	2.000000000279556e-06	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
807	[8, 3, 1, 14, 9, 4, 5, 13, 6, 10]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	0.0
808	[18, 13, 14, 6, 9, 7, 4, 0, 12, 16]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
809	[7, 17, 4, 19, 0, 3, 18, 11, 15, 2]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
810	[10, 11, 3, 16, 1, 9, 15, 19, 13, 14]	10	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
811	[6, 19, 10, 18, 15, 2, 14, 13, 7, 5]	10	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06	4.000000000559112e-06
812	[15, 8, 14, 13, 3, 12, 4, 0, 7, 2]	10	0.0	9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06
813	[10, 0, 13, 12, 7, 16, 9, 8, 1, 6]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
814	[7, 9, 5, 17, 4, 18, 12, 8, 3, 6]	10	1.000000000139778e-06	9.999999992515995e-07	2.000000000279556e-06	1.9999999993913775e-06
815	[3, 16, 9, 7, 2, 13, 19, 0, 4, 6]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
816	[2, 10, 13, 1, 16, 11, 15, 0, 7, 9]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
817	[4, 11, 1, 9, 3, 12, 8, 19, 18, 2]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
818	[15, 19, 0, 16, 17, 6, 11, 14, 13, 1]	10	0.0	0.0	0.0	1.9999999993913775e-06
819	[8, 17, 18, 5, 2, 19, 6, 12, 1, 16]	10	0.0	1.000000000139778e-06	0.0	1.9999999993913775e-06
820	[1, 7, 10, 17, 6, 12, 19, 18, 2, 16]	10	1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
821	[11, 13, 3, 14, 9, 17, 10, 19, 12, 6]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
822	[18, 5, 9, 2, 3, 12, 14, 7, 16, 19]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
823	[5, 7, 12, 6, 2, 18, 16, 19, 11, 14]	10	0.0	2.000000000279556e-06	1.000000000139778e-06	9.999999992515995e-07
824	[4, 7, 8, 1, 6, 0, 12, 3, 10, 13]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
825	[12, 6, 4, 8, 18, 15, 5, 1, 7, 10]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	0.0
826	[4, 14, 16, 11, 1, 19, 12, 18, 15, 9]	10	9.999999992515995e-07	1.000000000139778e-06	0.0	0.0
827	[11, 0, 15, 7, 13, 12, 10, 3, 16, 9]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	2.000000000279556e-06
828	[6, 2, 11, 9, 10, 3, 7, 0, 19, 12]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	1.000000000139778e-06
829	[14, 6, 2, 15, 10, 3, 9, 8, 12, 13]	10	0.0	2.000000000279556e-06	1.9999999993913775e-06	1.9999999993913775e-06
830	[0, 9, 1, 2, 12, 15, 14, 4, 5, 19]	10	1.000000000139778e-06	0.0	1.9999999993913775e-06	2.000000000279556e-06
831	[5, 4, 6, 8, 3, 1, 11, 18, 13, 7]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
832	[17, 3, 0, 4, 15, 14, 2, 10, 9, 6]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	1.9999999993913775e-06
833	[3, 19, 12, 15, 6, 14, 16, 11, 8, 0]	10	0.0	0.0	2.000000000279556e-06	1.000000000139778e-06
834	[10, 7, 1, 8, 5, 18, 16, 0, 19, 17]	10	0.0	0.0	0.0	1.000000000139778e-06
835	[11, 15, 0, 18, 12, 13, 2, 8, 5, 3]	10	1.9999999993913775e-06	0.0	0.0	1.000000000139778e-06
836	[15, 1, 19, 6, 3, 10, 18, 11, 12, 2]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	2.000000000279556e-06
837	[0, 19, 10, 1, 12, 5, 9, 8, 17, 7]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
838	[6, 7, 14, 10, 15, 2, 12, 1, 17, 16]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
839	[2, 19, 17, 10, 18, 15, 6, 11, 0, 9]	10	1.9999999993913775e-06	9.999999992515995e-07	4.000000000026205e-05	9.999999992515995e-07
840	[12, 3, 2, 16, 17, 9, 8, 14, 18, 19]	10	0.0	0.0	0.0	1.000000000139778e-06
841	[3, 7, 4, 0, 17, 14, 10, 5, 16, 19]	10	1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
842	[14, 16, 6, 13, 3, 8, 19, 11, 12, 9]	10	1.000000000139778e-06	9.999999992515995e-07	0.0	0.0
843	[11, 10, 3, 6, 19, 0, 8, 17, 16, 14]	10	1.9999999993913775e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
844	[10, 7, 12, 5, 15, 1, 6, 16, 8, 2]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
845	[3, 16, 13, 12, 4, 1, 11, 7, 15, 19]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	0.0
846	[3, 6, 12, 8, 14, 4, 16, 7, 0, 2]	10	0.0	1.000000000139778e-06	0.0	0.0
847	[16, 0, 5, 8, 18, 10, 6, 1, 15, 19]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
848	[5, 4, 18, 7, 19, 0, 6, 14, 1, 9]	10	0.0	0.0	2.000000000279556e-06	1.000000000139778e-06
849	[8, 2, 17, 0, 9, 6, 16, 3, 7, 12]	10	1.000000000139778e-06	3.9999999996709334e-06	1.9999999993913775e-06	9.999999992515995e-07
850	[14, 15, 11, 4, 13, 2, 8, 5, 12, 3]	10	0.0	0.0	0.0	1.000000000139778e-06
851	[2, 13, 11, 14, 15, 12, 9, 8, 6, 19]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	0.0
852	[3, 18, 5, 9, 6, 10, 8, 14, 1, 17]	10	0.0	0.0	1.000000000139778e-06	0.0
853	[2, 9, 13, 8, 7, 17, 0, 19, 5, 16]	10	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07	2.000000000279556e-06
854	[11, 10, 5, 12, 8, 14, 7, 13, 9, 16]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	1.9999999993913775e-06
855	[19, 6, 11, 12, 16, 9, 7, 1, 18, 13]	10	1.9999999993913775e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
856	[15, 0, 19, 3, 5, 17, 7, 12, 11, 18]	10	3.000000000419334e-06	0.0	0.0	0.0
857	[0, 17, 3, 14, 4, 9, 13, 16, 18, 6]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
858	[17, 0, 16, 10, 13, 3, 4, 5, 1, 6]	10	2.000000000279556e-06	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06
859	[5, 3, 17, 10, 2, 9, 8, 15, 6, 7]	10	0.0	1.000000000139778e-06	0.0	2.000000000279556e-06
860	[14, 19, 2, 8, 12, 18, 17, 1, 4, 10]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
861	[7, 0, 4, 10, 14, 13, 8, 5, 2, 9]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
862	[8, 0, 4, 9, 17, 18, 1, 2, 13, 15]	10	0.0	0.0	9.999999992515995e-07	2.000000000279556e-06
863	[14, 17, 15, 16, 8, 9, 18, 11, 3, 0]	10	1.9999999993913775e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
864	[18, 15, 0, 4, 9, 10, 11, 6, 8, 3]	10	1.9999999993913775e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
865	[10, 11, 12, 9, 5, 0, 7, 1, 8, 18]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
866	[8, 4, 10, 1, 18, 9, 15, 19, 3, 2]	10	9.999999992515995e-07	2.000000000279556e-06	1.000000000139778e-06	0.0
867	[2, 14, 0, 3, 10, 8, 7, 13, 16, 15]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
868	[5, 6, 13, 8, 11, 19, 10, 4, 9, 12]	10	0.0	0.0	1.9999999993913775e-06	0.0
869	[2, 7, 6, 1, 13, 18, 19, 4, 16, 8]	10	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	0.0
870	[10, 14, 13, 5, 0, 18, 1, 16, 3, 15]	10	1.000000000139778e-06	0.0	9.999999992515995e-07	2.000000000279556e-06
871	[18, 3, 1, 13, 15, 17, 0, 11, 2, 4]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
872	[1, 14, 7, 4, 15, 18, 3, 17, 13, 12]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
873	[10, 15, 11, 17, 3, 2, 6, 8, 5, 16]	10	0.0	0.0	9.999999992515995e-07	1.9999999993913775e-06
874	[10, 7, 15, 1, 16, 19, 14, 8, 17, 5]	10	0.0	0.0	1.9999999993913775e-06	1.000000000139778e-06
875	[10, 11, 17, 19, 3, 1, 18, 2, 6, 16]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
876	[18, 15, 10, 19, 16, 14, 1, 17, 3, 6]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.9999999993913775e-06
877	[18, 10, 1, 11, 14, 13, 2, 15, 3, 7]	10	2.000000000279556e-06	9.999999992515995e-07	0.0	2.000000000279556e-06
878	[14, 7, 4, 5, 13, 1, 0, 6, 8, 17]	10	2.000000000279556e-06	0.0	0.0	0.0
879	[1, 19, 8, 16, 9, 14, 6, 5, 12, 3]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
880	[8, 4, 6, 7, 13, 16, 5, 19, 12, 1]	10	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06	0.0
881	[12, 1, 5, 7, 11, 2, 18, 8, 10, 15]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
882	[7, 6, 19, 15, 3, 4, 5, 18, 2, 8]	10	1.000000000139778e-06	0.0	2.000000000279556e-06	1.000000000139778e-06
883	[13, 6, 12, 10, 14, 15, 3, 8, 17, 19]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
884	[5, 10, 14, 4, 3, 8, 12, 13, 6, 2]	10	9.999999992515995e-07	0.0	0.0	0.0
885	[3, 18, 1, 12, 14, 19, 4, 0, 7, 13]	10	1.9999999993913775e-06	1.000000000139778e-06	0.0	0.0
886	[6, 4, 15, 7, 12, 11, 5, 16, 10, 1]	10	9.999999992515995e-07	0.0	2.000000000279556e-06	1.000000000139778e-06
887	[16, 2, 13, 14, 9, 8, 0, 10, 4, 1]	10	0.0	0.0	0.0	1.9999999993913775e-06
888	[12, 16, 1, 5, 4, 15, 9, 19, 11, 10]	10	1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
889	[10, 18, 5, 12, 14, 16, 4, 9, 6, 2]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
890	[15, 2, 14, 13, 18, 17, 10, 19, 3, 1]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
891	[19, 8, 16, 0, 6, 14, 9, 18, 4, 3]	10	1.000000000139778e-06	0.0	0.0	9.999999992515995e-07
892	[11, 10, 19, 13, 6, 7, 8, 18, 9, 1]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
893	[17, 7, 6, 1, 19, 5, 16, 13, 18, 11]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	0.0
894	[10, 8, 17, 16, 12, 0, 7, 11, 13, 4]	10	0.0	0.0	2.000000000279556e-06	0.0
895	[13, 15, 4, 1, 6, 14, 12, 16, 18, 11]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.9999999993913775e-06
896	[14, 7, 9, 16, 5, 6, 19, 10, 1, 18]	10	0.0	0.0	1.000000000139778e-06	9.999999992515995e-07
897	[13, 2, 19, 11, 10, 16, 5, 18, 0, 4]	10	2.000000000279556e-06	0.0	0.0	0.0
898	[11, 3, 8, 2, 15, 13, 16, 17, 7, 10]	10	1.000000000139778e-06	0.0	0.0	0.0
899	[5, 19, 12, 14, 4, 7, 0, 18, 16, 1]	10	2.000000000279556e-06	0.0	0.0	0.0
900	[8, 2, 7, 6, 1, 17, 15, 0, 4, 12]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
901	[9, 4, 2, 1, 6, 8, 17, 12, 3, 18]	10	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06
902	[12, 8, 0, 11, 9, 19, 13, 10, 5, 14]	10	0.0	1.9999999993913775e-06	9.999999992515995e-07	9.999999992515995e-07
903	[4, 6, 7, 12, 19, 18, 2, 14, 9, 16]	10	1.000000000139778e-06	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06
904	[0, 18, 11, 15, 13, 19, 10, 12, 17, 5]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
905	[15, 9, 19, 5, 12, 3, 13, 1, 16, 4]	10	0.0	9.999999992515995e-07	2.000000000279556e-06	9.999999992515995e-07
906	[9, 6, 16, 10, 15, 4, 14, 0, 11, 8]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
907	[12, 11, 13, 1, 4, 17, 0, 14, 5, 19]	10	0.0	0.0	0.0	1.000000000139778e-06
908	[4, 7, 15, 17, 13, 3, 9, 10, 14, 19]	10	0.0	0.0	0.0	1.9999999993913775e-06
909	[8, 7, 4, 12, 18, 13, 0, 5, 2, 1]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
910	[0, 5, 1, 3, 8, 4, 16, 11, 6, 19]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	0.0
911	[12, 11, 2, 16, 18, 0, 9, 1, 13, 5]	10	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06	0.0
912	[2, 17, 10, 11, 16, 13, 19, 8, 14, 6]	10	0.0	2.000000000279556e-06	1.000000000139778e-06	0.0
913	[2, 18, 17, 15, 1, 11, 3, 19, 13, 9]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
914	[5, 4, 19, 0, 2, 3, 13, 1, 6, 12]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
915	[2, 12, 14, 3, 17, 19, 1, 16, 9, 15]	10	0.0	0.0	1.000000000139778e-06	1.9999999993913775e-06
916	[0, 7, 19, 14, 6, 4, 5, 18, 10, 9]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
917	[17, 15, 8, 11, 0, 14, 7, 4, 1, 18]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
918	[7, 3, 8, 15, 17, 4, 10, 9, 14, 6]	10	1.000000000139778e-06	2.000000000279556e-06	1.9999999993913775e-06	1.000000000139778e-06
919	[5, 11, 0, 6, 7, 17, 1, 9, 10, 2]	10	0.0	0.0	1.000000000139778e-06	1.000000000139778e-06
920	[15, 16, 13, 11, 3, 0, 14, 4, 6, 2]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
921	[9, 18, 4, 11, 2, 19, 10, 14, 7, 16]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06
922	[7, 1, 11, 9, 12, 17, 2, 13, 18, 0]	10	9.999999992515995e-07	0.0	1.000000000139778e-06	1.000000000139778e-06
923	[11, 7, 4, 18, 12, 0, 1, 6, 15, 9]	10	2.000000000279556e-06	0.0	1.000000000139778e-06	0.0
924	[17, 12, 10, 8, 16, 18, 1, 5, 2, 3]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
925	[17, 0, 4, 16, 2, 1, 15, 19, 7, 14]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	0.0
926	[2, 5, 11, 10, 13, 16, 15, 18, 1, 4]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
927	[14, 19, 0, 12, 9, 5, 15, 18, 1, 3]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	9.999999992515995e-07
928	[2, 12, 4, 18, 14, 10, 15, 19, 1, 11]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
929	[6, 9, 4, 18, 3, 14, 13, 12, 2, 15]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999992515995e-07
930	[12, 13, 16, 7, 5, 2, 10, 9, 1, 15]	10	9.999999992515995e-07	1.000000000139778e-06	1.000000000139778e-06	0.0
931	[12, 1, 6, 7, 13, 9, 15, 0, 19, 18]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
932	[6, 3, 5, 13, 15, 18, 4, 10, 11, 8]	10	0.0	1.000000000139778e-06	1.9999999993913775e-06	2.000000000279556e-06
933	[8, 19, 7, 5, 14, 11, 9, 10, 0, 4]	10	1.000000000139778e-06	0.0	0.0	2.000000000279556e-06
934	[7, 0, 18, 19, 12, 13, 5, 11, 8, 3]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
935	[7, 17, 5, 18, 1, 12, 15, 10, 19, 8]	10	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
936	[2, 10, 15, 18, 7, 12, 13, 16, 17, 0]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
937	[1, 14, 2, 5, 15, 4, 0, 18, 17, 10]	10	1.9999999993913775e-06	0.0	1.000000000139778e-06	0.0
938	[14, 0, 13, 6, 1, 17, 10, 5, 19, 2]	10	2.000000000279556e-06	0.0	0.0	1.000000000139778e-06
939	[16, 9, 0, 19, 18, 8, 5, 1, 7, 14]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
940	[1, 6, 18, 16, 9, 2, 19, 8, 12, 4]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
941	[7, 5, 9, 15, 10, 3, 18, 16, 6, 14]	10	2.000000000279556e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
942	[10, 5, 14, 4, 1, 12, 11, 8, 2, 17]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
943	[14, 13, 12, 5, 0, 2, 19, 1, 9, 8]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	2.000000000279556e-06
944	[18, 16, 9, 11, 2, 14, 10, 4, 8, 0]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
945	[12, 6, 19, 0, 13, 4, 9, 3, 7, 1]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	1.000000000139778e-06
946	[9, 0, 18, 4, 15, 8, 12, 16, 2, 13]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	0.0
947	[11, 2, 12, 0, 4, 17, 6, 10, 18, 3]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
948	[9, 5, 10, 6, 3, 19, 1, 12, 0, 4]	10	0.0	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
949	[17, 1, 9, 12, 7, 0, 4, 3, 8, 14]	10	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06	2.000000000279556e-06
950	[1, 15, 5, 16, 14, 4, 9, 11, 12, 10]	10	9.999999992515995e-07	1.000000000139778e-06	9.999999992515995e-07	1.000000000139778e-06
951	[15, 0, 6, 3, 11, 8, 4, 5, 16, 14]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	1.000000000139778e-06
952	[6, 2, 11, 15, 5, 16, 17, 4, 9, 13]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06
953	[13, 5, 9, 8, 3, 17, 14, 15, 4, 11]	10	1.000000000139778e-06	0.0	0.0	1.000000000139778e-06
954	[16, 6, 3, 4, 12, 7, 8, 2, 5, 15]	10	2.000000000279556e-06	2.000000000279556e-06	0.0	0.0
955	[4, 2, 8, 9, 11, 14, 3, 0, 6, 7]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
956	[2, 1, 6, 12, 7, 3, 17, 9, 15, 14]	10	0.0	1.9999999993913775e-06	2.000000000279556e-06	1.000000000139778e-06
957	[6, 2, 13, 9, 8, 18, 0, 10, 15, 5]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
958	[7, 15, 19, 4, 11, 9, 14, 10, 17, 6]	10	0.0	0.0	9.999999992515995e-07	1.000000000139778e-06
959	[7, 18, 16, 13, 12, 14, 11, 10, 4, 6]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
960	[19, 15, 10, 14, 1, 5, 9, 0, 4, 2]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
961	[11, 2, 3, 1, 8, 13, 17, 0, 5, 7]	10	1.000000000139778e-06	2.000000000279556e-06	0.0	0.0
962	[13, 19, 12, 9, 3, 18, 14, 1, 16, 11]	10	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06	1.7999999999851468e-05
963	[10, 11, 6, 14, 12, 19, 2, 13, 1, 15]	10	1.000000000139778e-06	2.000000000279556e-06	9.999999992515995e-07	2.000000000279556e-06
964	[8, 4, 14, 10, 3, 7, 5, 15, 9, 19]	10	3.000000000419334e-06	1.000000000139778e-06	1.000000000139778e-06	2.000000000279556e-06
965	[0, 3, 4, 7, 14, 15, 13, 16, 17, 10]	10	2.000000000279556e-06	0.0	0.0	0.0
966	[14, 11, 10, 13, 5, 16, 8, 12, 7, 6]	10	2.000000000279556e-06	2.000000000279556e-06	1.000000000139778e-06	0.0
967	[1, 7, 4, 11, 6, 9, 17, 0, 10, 12]	10	0.0	0.0	1.000000000139778e-06	2.000000000279556e-06
968	[9, 3, 1, 4, 16, 17, 2, 15, 18, 0]	10	1.000000000139778e-06	1.000000000139778e-06	1.9999999993913775e-06	2.000000000279556e-06
969	[12, 11, 2, 19, 8, 1, 16, 18, 10, 17]	10	0.0	0.0	0.0	2.000000000279556e-06
970	[13, 5, 9, 4, 6, 16, 14, 19, 7, 11]	10	1.000000000139778e-06	0.0	9.999999992515995e-07	1.000000000139778e-06
971	[16, 11, 15, 4, 7, 10, 13, 9, 2, 18]	10	9.999999992515995e-07	9.999999992515995e-07	0.0	0.0
972	[9, 17, 4, 6, 5, 7, 18, 0, 16, 8]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
973	[5, 1, 13, 12, 15, 16, 17, 11, 14, 6]	10	0.0	0.0	1.000000000139778e-06	0.0
974	[9, 19, 13, 2, 8, 16, 7, 15, 5, 10]	10	1.000000000139778e-06	0.0	2.6000000000081513e-05	0.0
975	[6, 18, 17, 5, 13, 11, 0, 16, 10, 4]	10	0.0	1.000000000139778e-06	2.000000000279556e-06	1.000000000139778e-06
976	[7, 0, 17, 10, 2, 1, 9, 15, 19, 13]	10	0.0	0.0	1.9999999993913775e-06	1.9999999993913775e-06
977	[8, 3, 12, 10, 13, 5, 14, 6, 4, 2]	10	0.0	0.0	2.000000000279556e-06	2.000000000279556e-06
978	[9, 17, 7, 16, 19, 18, 4, 6, 8, 15]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
979	[4, 8, 1, 10, 12, 17, 15, 11, 7, 9]	10	1.000000000139778e-06	0.0	1.000000000139778e-06	1.000000000139778e-06
980	[18, 13, 5, 19, 8, 0, 16, 10, 1, 11]	10	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	0.0
981	[11, 18, 2, 16, 17, 10, 4, 15, 19, 6]	10	1.000000000139778e-06	1.000000000139778e-06	0.0	9.999999992515995e-07
982	[2, 0, 6, 3, 16, 9, 10, 7, 15, 5]	10	2.000000000279556e-06	1.000000000139778e-06	0.0	1.000000000139778e-06
